Sat Feb  4 04:27:31 2023    ../../results/profiler/profiler.pstats

         362061277 function calls (361016368 primitive calls) in 206.539 seconds

   Random listing order was used

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:946(__init__)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:971(get_filename)
       10    0.000    0.000    0.007    0.001 <frozen importlib._bootstrap_external>:976(get_data)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(path_stats)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1272(_path_importer_cache)
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1309(_get_spec)
       11    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1341(find_spec)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(_get_spec)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1438(find_spec)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/encodings/__init__.py:43(normalize_encoding)
        5    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:186(__init__)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:260(__init__)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:309(__init__)
       42    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:319(decode)
       42    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/codecs.py:331(getstate)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/abc.py:84(__new__)
   438563    0.192    0.000    0.496    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/abc.py:96(__instancecheck__)
  581/193    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/abc.py:100(__subclasscheck__)
        2    0.000    0.000    0.001    0.001 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/os.py:200(makedirs)
       28    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/os.py:674(__getitem__)
       28    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/os.py:754(encode)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/os.py:758(decode)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/os.py:1073(__subclasshook__)
      362    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:41(_get_sep)
       44    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:74(_check_methods)
       46    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:60(isabs)
      311    0.001    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:71(join)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:100(split)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:117(splitext)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:140(basename)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:258(__subclasshook__)
       54    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:279(__subclasshook__)
      299    0.000    0.000    0.002    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:164(islink)
       61    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:311(__subclasshook__)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:358(__subclasshook__)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:377(__subclasshook__)
       51    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:228(expanduser)
      229    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:405(__subclasshook__)
       24    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:334(normpath)
       23    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:372(abspath)
       23    0.000    0.000    0.005    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:387(realpath)
       23    0.001    0.000    0.004    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/posixpath.py:396(_joinrealpath)
       12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:675(get)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:694(items)
       27    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:698(values)
       30    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:717(__init__)
       27    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:720(__len__)
       15    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:764(__iter__)
      135    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/_collections_abc.py:783(__iter__)
       46    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/genericpath.py:16(exists)
       31    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/genericpath.py:27(isfile)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/importlib/__init__.py:109(import_module)
        9    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/types.py:171(__get__)
    11436    0.035    0.000    0.107    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/warnings.py:165(simplefilter)
    11436    0.033    0.000    0.070    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/warnings.py:181(_add_filter)
    11436    0.030    0.000    0.030    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/warnings.py:437(__init__)
    11436    0.050    0.000    0.055    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/warnings.py:458(__enter__)
    11436    0.028    0.000    0.031    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/warnings.py:477(__exit__)
        1    0.003    0.003  206.618  206.618 /Users/julia/Documents/MIMUW/2 stopień/3 semestr/Narzędzia programistyczne w Pythonie wspierające analizę danych/NPD/projekt/src/package_npd_js/main.py:5(main)
        7    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:121(_type_check)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:185(<listcomp>)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:174(_collect_type_vars)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:189(_check_generic)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:201(_remove_dups_flatten)
    31/30    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:237(inner)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:299(__repr__)
      3/2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:314(__getitem__)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:420(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:388(Union)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:426(Optional)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:469(__init__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:503(__eq__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:511(__hash__)
       26    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:602(_is_dunder)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:614(__init__)
       26    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:650(__setattr__)
       17    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:656(__instancecheck__)
       10    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:680(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:676(__init__)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:687(__eq__)
        8    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:693(__hash__)
        4    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:774(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:769(__getitem__)
        2    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:778(copy_with)
       17    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:785(__subclasscheck__)
    14/12    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:869(__hash__)
      727    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:1270(cast)
    36030    0.010    0.000    0.010    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/typing.py:1959(new_type)
   180730    0.100    0.000    0.174    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/collections/__init__.py:437(_make)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/collections/__init__.py:1265(__init__)
     4257    0.010    0.000    0.012    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:86(__init__)
     2470    0.006    0.000    0.022    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/heapq.py:521(nlargest)
4257/3954    0.004    0.000    0.059    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:112(__enter__)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:413(<listcomp>)
4257/3954    0.006    0.000    0.040    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:121(__exit__)
       11    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/sre_compile.py:416(_bytes_to_codes)
     3683    0.004    0.000    0.014    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/re.py:188(match)
     4257    0.005    0.000    0.017    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:242(helper)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:379(_create_exit_wrapper)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:389(__init__)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:419(enter_context)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:446(_push_cm_exit)
        3    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:451(_push_exit_callback)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:467(__enter__)
        6    0.000    0.000    0.000    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/contextlib.py:470(__exit__)
       47    0.000    0.000    0.080    0.002 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/re.py:250(compile)
      708    0.000    0.000    0.001    0.000 /Library/Frameworks/Python.framework/Versions/3.9/lib/python3.9/re.py:270(escape)
